observation_id,binomial_name,image_path,subset,code,endemic,class_id
HM 401789,Homalopsis buccata,HMP/Homalopsis_buccata/555510.jpg,train-hm,TH,False,800
HM 401790,Homalopsis buccata,HMP/Homalopsis_buccata/555511.jpg,train-hm,TH,False,800
HM 401791,Homalopsis buccata,HMP/Homalopsis_buccata/555512.jpg,train-hm,TH,False,800
HM 62519,Malpolon monspessulanus,HMP/Malpolon_monspessulanus/90872.jpg,train-hm,FR,False,1008
HM 78282,Malpolon monspessulanus,HMP/Malpolon_monspessulanus/111886.jpg,train-hm,PT,False,1008
HM 78282,Malpolon monspessulanus,HMP/Malpolon_monspessulanus/111887.jpg,train-hm,PT,False,1008
HM 145265,Malpolon monspessulanus,HMP/Malpolon_monspessulanus/210172.jpg,train-hm,ES,False,1008
HM 187203,Malpolon monspessulanus,HMP/Malpolon_monspessulanus/262561.jpg,train-hm,MA,False,1008
HM 187205,Malpolon monspessulanus,HMP/Malpolon_monspessulanus/262562.jpg,train-hm,MA,False,1008
HM 187205,Malpolon monspessulanus,HMP/Malpolon_monspessulanus/262570.jpg,train-hm,MA,False,1008
HM 187210,Malpolon monspessulanus,HMP/Malpolon_monspessulanus/262566.jpg,train-hm,MA,False,1008
HM 206455,Malpolon monspessulanus,HMP/Malpolon_monspessulanus/286400.jpg,train-hm,MA,False,1008
HM 206567,Malpolon monspessulanus,HMP/Malpolon_monspessulanus/286553.jpg,train-hm,FR,False,1008
HM 206567,Malpolon monspessulanus,HMP/Malpolon_monspessulanus/286554.jpg,train-hm,FR,False,1008
HM 206567,Malpolon monspessulanus,HMP/Malpolon_monspessulanus/286555.jpg,train-hm,FR,False,1008
HM 206568,Malpolon monspessulanus,HMP/Malpolon_monspessulanus/286556.jpg,train-hm,FR,False,1008
HM 223783,Malpolon monspessulanus,HMP/Malpolon_monspessulanus/311073.jpg,train-hm,ES,False,1008
HM 232778,Malpolon monspessulanus,HMP/Malpolon_monspessulanus/323703.jpg,train-hm,ES,False,1008
HM 292876,Malpolon monspessulanus,HMP/Malpolon_monspessulanus/404636.jpg,train-hm,PT,False,1008
HM 292877,Malpolon monspessulanus,HMP/Malpolon_monspessulanus/404637.jpg,train-hm,PT,False,1008
HM 315314,Malpolon monspessulanus,HMP/Malpolon_monspessulanus/432760.jpg,train-hm,ES,False,1008
HM 381557,Malpolon monspessulanus,HMP/Malpolon_monspessulanus/527611.jpg,train-hm,PT,False,1008
HM 395246,Malpolon monspessulanus,HMP/Malpolon_monspessulanus/546256.jpg,train-hm,ES,False,1008
HM 395247,Malpolon monspessulanus,HMP/Malpolon_monspessulanus/546257.jpg,train-hm,ES,False,1008
HM 396192,Malpolon monspessulanus,HMP/Malpolon_monspessulanus/547590.jpg,train-hm,PT,False,1008
HM 30089,Ninia atrata,HMP/Ninia_atrata/48088.jpg,train-hm,TT,False,1150
HM 74937,Ninia atrata,HMP/Ninia_atrata/105804.jpg,train-hm,EC,False,1150
HM 168843,Ninia atrata,HMP/Ninia_atrata/240046.jpg,train-hm,EC,False,1150
HM 168845,Ninia atrata,HMP/Ninia_atrata/240048.jpg,train-hm,EC,False,1150
HM 168876,Ninia atrata,HMP/Ninia_atrata/240007.jpg,train-hm,EC,False,1150
HM 246081,Ninia atrata,HMP/Ninia_atrata/342281.jpg,train-hm,TT,False,1150
HM 246083,Ninia atrata,HMP/Ninia_atrata/342283.jpg,train-hm,TT,False,1150
HM 246087,Ninia atrata,HMP/Ninia_atrata/342287.jpg,train-hm,TT,False,1150
HM 246160,Ninia atrata,HMP/Ninia_atrata/342360.jpg,train-hm,TT,False,1150
HM 246161,Ninia atrata,HMP/Ninia_atrata/342361.jpg,train-hm,TT,False,1150
HM 246164,Ninia atrata,HMP/Ninia_atrata/342364.jpg,train-hm,TT,False,1150
HM 246176,Ninia atrata,HMP/Ninia_atrata/342376.jpg,train-hm,TT,False,1150
HM 246244,Ninia atrata,HMP/Ninia_atrata/342464.jpg,train-hm,TT,False,1150
HM 246251,Ninia atrata,HMP/Ninia_atrata/342471.jpg,train-hm,TT,False,1150
HM 247356,Ninia atrata,HMP/Ninia_atrata/343721.jpg,train-hm,TT,False,1150
HM 247358,Ninia atrata,HMP/Ninia_atrata/343719.jpg,train-hm,TT,False,1150
HM 256685,Ninia atrata,HMP/Ninia_atrata/355495.jpg,train-hm,TT,False,1150
HM 293493,Ninia atrata,HMP/Ninia_atrata/405370.jpg,train-hm,EC,False,1150
HM 293493,Ninia atrata,HMP/Ninia_atrata/405371.jpg,train-hm,EC,False,1150
HM 272905,Pareas macularius,HMP/Pareas_macularius/377571.jpg,train-hm,TH,False,1251
HM 360266,Pareas macularius,HMP/Pareas_macularius/497470.jpg,train-hm,TH,False,1251
HM 360279,Pareas macularius,HMP/Pareas_macularius/497483.jpg,train-hm,TH,False,1251
HM 361289,Pareas macularius,HMP/Pareas_macularius/498016.jpg,train-hm,TH,False,1251
HM 371428,Pareas macularius,HMP/Pareas_macularius/514350.jpg,train-hm,TH,False,1251
HM 371428,Pareas macularius,HMP/Pareas_macularius/514914.jpg,train-hm,TH,False,1251
HM 380076,Pareas macularius,HMP/Pareas_macularius/525511.jpg,train-hm,TH,False,1251
HM 393288,Pareas macularius,HMP/Pareas_macularius/543505.jpg,train-hm,TH,False,1251
HM 394002,Pareas macularius,HMP/Pareas_macularius/544533.jpg,train-hm,TH,False,1251
HM 394322,Pareas macularius,HMP/Pareas_macularius/545001.jpg,train-hm,TH,False,1251
HM 396550,Pareas macularius,HMP/Pareas_macularius/548054.jpg,train-hm,TH,False,1251
HM 396575,Pareas macularius,HMP/Pareas_macularius/548087.jpg,train-hm,TH,False,1251
HM 396578,Pareas macularius,HMP/Pareas_macularius/548090.jpg,train-hm,TH,False,1251
HM 396580,Pareas macularius,HMP/Pareas_macularius/548092.jpg,train-hm,TH,False,1251
HM 397104,Pareas macularius,HMP/Pareas_macularius/548738.jpg,train-hm,TH,False,1251
HM 397105,Pareas macularius,HMP/Pareas_macularius/548739.jpg,train-hm,TH,False,1251
HM 397120,Pareas macularius,HMP/Pareas_macularius/548754.jpg,train-hm,TH,False,1251
HM 397127,Pareas macularius,HMP/Pareas_macularius/548761.jpg,train-hm,TH,False,1251
HM 397453,Pareas macularius,HMP/Pareas_macularius/549134.jpg,train-hm,TH,False,1251
HM 4953,Masticophis schotti,HMP/Masticophis_schotti/6431.jpg,train-hm,US,False,1017
HM 4965,Masticophis schotti,HMP/Masticophis_schotti/6443.jpg,train-hm,MX,False,1017
HM 5658,Masticophis schotti,HMP/Masticophis_schotti/7300.jpg,train-hm,US,False,1017
HM 89092,Masticophis schotti,HMP/Masticophis_schotti/125789.jpg,train-hm,US,False,1017
HM 89092,Masticophis schotti,HMP/Masticophis_schotti/125790.jpg,train-hm,US,False,1017
HM 89105,Masticophis schotti,HMP/Masticophis_schotti/125806.jpg,train-hm,US,False,1017
HM 132429,Masticophis schotti,HMP/Masticophis_schotti/194653.jpg,train-hm,US,False,1017
HM 138709,Masticophis schotti,HMP/Masticophis_schotti/201835.jpg,train-hm,US,False,1017
HM 201162,Masticophis schotti,HMP/Masticophis_schotti/279926.jpg,train-hm,US,False,1017
HM 228078,Masticophis schotti,HMP/Masticophis_schotti/317202.jpg,train-hm,US,False,1017
HM 228078,Masticophis schotti,HMP/Masticophis_schotti/317203.jpg,train-hm,US,False,1017
HM 228080,Masticophis schotti,HMP/Masticophis_schotti/317207.jpg,train-hm,US,False,1017
HM 228080,Masticophis schotti,HMP/Masticophis_schotti/317208.jpg,train-hm,US,False,1017
HM 228091,Masticophis schotti,HMP/Masticophis_schotti/317237.jpg,train-hm,US,False,1017
HM 228091,Masticophis schotti,HMP/Masticophis_schotti/317238.jpg,train-hm,US,False,1017
HM 228091,Masticophis schotti,HMP/Masticophis_schotti/317239.jpg,train-hm,US,False,1017
HM 228091,Masticophis schotti,HMP/Masticophis_schotti/317240.jpg,train-hm,US,False,1017
HM 261890,Masticophis schotti,HMP/Masticophis_schotti/361398.jpg,train-hm,US,False,1017
HM 323205,Masticophis schotti,HMP/Masticophis_schotti/445220.jpg,train-hm,US,False,1017
HM 323205,Masticophis schotti,HMP/Masticophis_schotti/445221.jpg,train-hm,US,False,1017
HM 323205,Masticophis schotti,HMP/Masticophis_schotti/445222.jpg,train-hm,US,False,1017
HM 323205,Masticophis schotti,HMP/Masticophis_schotti/445223.jpg,train-hm,US,False,1017
HM 360848,Masticophis schotti,HMP/Masticophis_schotti/498318.jpg,train-hm,US,False,1017
HM 360869,Masticophis schotti,HMP/Masticophis_schotti/498342.jpg,train-hm,US,False,1017
HM 360887,Masticophis schotti,HMP/Masticophis_schotti/498366.jpg,train-hm,US,False,1017
HM 371672,Masticophis schotti,HMP/Masticophis_schotti/514638.jpg,train-hm,US,False,1017
HM 371765,Masticophis schotti,HMP/Masticophis_schotti/514748.jpg,train-hm,US,False,1017
HM 239614,Macrovipera schweizeri,HMP/Macrovipera_schweizeri/333089.jpg,train-hm,GR,True,999
HM 239614,Macrovipera schweizeri,HMP/Macrovipera_schweizeri/341269.jpg,train-hm,GR,True,999
HM 239656,Macrovipera schweizeri,HMP/Macrovipera_schweizeri/333147.jpg,train-hm,GR,True,999
HM 243590,Macrovipera schweizeri,HMP/Macrovipera_schweizeri/337991.jpg,train-hm,GR,True,999
HM 292859,Macrovipera schweizeri,HMP/Macrovipera_schweizeri/404619.jpg,train-hm,GR,True,999
HM 301226,Macrovipera schweizeri,HMP/Macrovipera_schweizeri/414251.jpg,train-hm,GR,True,999
HM 376486,Macrovipera schweizeri,HMP/Macrovipera_schweizeri/520880.jpg,train-hm,GR,True,999
HM 376487,Macrovipera schweizeri,HMP/Macrovipera_schweizeri/520881.jpg,train-hm,GR,True,999
HM 376488,Macrovipera schweizeri,HMP/Macrovipera_schweizeri/520882.jpg,train-hm,GR,True,999
HM 376537,Macrovipera schweizeri,HMP/Macrovipera_schweizeri/520959.jpg,train-hm,GR,True,999
HM 376635,Macrovipera schweizeri,HMP/Macrovipera_schweizeri/521067.jpg,train-hm,GR,True,999
HM 376718,Macrovipera schweizeri,HMP/Macrovipera_schweizeri/521146.jpg,train-hm,GR,True,999
HM 376918,Macrovipera schweizeri,HMP/Macrovipera_schweizeri/521362.jpg,train-hm,GR,True,999
HM 380165,Macrovipera schweizeri,HMP/Macrovipera_schweizeri/525623.jpg,train-hm,GR,True,999
HM 380166,Macrovipera schweizeri,HMP/Macrovipera_schweizeri/525624.jpg,train-hm,GR,True,999
HM 380180,Macrovipera schweizeri,HMP/Macrovipera_schweizeri/525646.jpg,train-hm,GR,True,999
HM 380180,Macrovipera schweizeri,HMP/Macrovipera_schweizeri/525647.jpg,train-hm,GR,True,999
HM 382663,Macrovipera schweizeri,HMP/Macrovipera_schweizeri/529116.jpg,train-hm,GR,True,999
HM 382663,Macrovipera schweizeri,HMP/Macrovipera_schweizeri/529117.jpg,train-hm,GR,True,999
HM 383457,Macrovipera schweizeri,HMP/Macrovipera_schweizeri/530246.jpg,train-hm,GR,True,999
HM 383457,Macrovipera schweizeri,HMP/Macrovipera_schweizeri/530247.jpg,train-hm,GR,True,999
HM 383463,Macrovipera schweizeri,HMP/Macrovipera_schweizeri/530257.jpg,train-hm,GR,True,999
HM 383463,Macrovipera schweizeri,HMP/Macrovipera_schweizeri/530258.jpg,train-hm,GR,True,999
HM 383463,Macrovipera schweizeri,HMP/Macrovipera_schweizeri/530259.jpg,train-hm,GR,True,999
HM 184142,Ptyas fusca,HMP/Ptyas_fusca/259144.jpg,train-hm,MY,False,1411
HM 271502,Ptyas fusca,HMP/Ptyas_fusca/375710.jpg,train-hm,MY,False,1411
HM 281730,Ptyas fusca,HMP/Ptyas_fusca/389628.jpg,train-hm,MY,False,1411
HM 281730,Ptyas fusca,HMP/Ptyas_fusca/402838.jpg,train-hm,MY,False,1411
HM 339458,Ptyas fusca,HMP/Ptyas_fusca/467380.jpg,train-hm,TH,False,1411
HM 339458,Ptyas fusca,HMP/Ptyas_fusca/467381.jpg,train-hm,TH,False,1411
HM 339458,Ptyas fusca,HMP/Ptyas_fusca/467382.jpg,train-hm,TH,False,1411
HM 339813,Ptyas fusca,HMP/Ptyas_fusca/468627.jpg,train-hm,TH,False,1411
HM 339814,Ptyas fusca,HMP/Ptyas_fusca/468626.jpg,train-hm,TH,False,1411
HM 339876,Ptyas fusca,HMP/Ptyas_fusca/468753.jpg,train-hm,TH,False,1411
HM 339878,Ptyas fusca,HMP/Ptyas_fusca/468751.jpg,train-hm,TH,False,1411
HM 365601,Ptyas fusca,HMP/Ptyas_fusca/506119.jpg,train-hm,TH,False,1411
HM 365601,Ptyas fusca,HMP/Ptyas_fusca/506160.jpg,train-hm,TH,False,1411
HM 367133,Ptyas fusca,HMP/Ptyas_fusca/508252.jpg,train-hm,MY,False,1411
HM 367133,Ptyas fusca,HMP/Ptyas_fusca/509054.jpg,train-hm,MY,False,1411
HM 367420,Ptyas fusca,HMP/Ptyas_fusca/508618.jpg,train-hm,TH,False,1411
HM 367420,Ptyas fusca,HMP/Ptyas_fusca/509047.jpg,train-hm,TH,False,1411
HM 371497,Ptyas fusca,HMP/Ptyas_fusca/514425.jpg,train-hm,TH,False,1411
HM 371663,Ptyas fusca,HMP/Ptyas_fusca/514628.jpg,train-hm,TH,False,1411
HM 379131,Ptyas fusca,HMP/Ptyas_fusca/524288.jpg,train-hm,TH,False,1411
HM 390722,Ptyas fusca,HMP/Ptyas_fusca/540205.jpg,train-hm,TH,False,1411
HM 398617,Ptyas fusca,HMP/Ptyas_fusca/550752.jpg,train-hm,TH,False,1411
HM 398668,Ptyas fusca,HMP/Ptyas_fusca/550808.jpg,train-hm,TH,False,1411
HM 399052,Ptyas fusca,HMP/Ptyas_fusca/551273.jpg,train-hm,TH,False,1411
HM 58882,Boiga siamensis,HMP/Boiga_siamensis/86247.jpg,train-hm,TH,False,198
HM 58882,Boiga siamensis,HMP/Boiga_siamensis/86248.jpg,train-hm,TH,False,198
HM 134334,Boiga siamensis,HMP/Boiga_siamensis/197366.jpg,train-hm,TH,False,198
HM 134334,Boiga siamensis,HMP/Boiga_siamensis/197367.jpg,train-hm,TH,False,198
HM 147241,Boiga siamensis,HMP/Boiga_siamensis/212748.jpg,train-hm,TH,False,198
HM 149001,Boiga siamensis,HMP/Boiga_siamensis/215125.jpg,train-hm,TH,False,198
HM 167839,Boiga siamensis,HMP/Boiga_siamensis/239024.jpg,train-hm,TH,False,198
HM 215066,Boiga siamensis,HMP/Boiga_siamensis/298791.jpg,train-hm,TH,False,198
HM 256964,Boiga siamensis,HMP/Boiga_siamensis/355883.jpg,train-hm,TH,False,198
HM 263829,Boiga siamensis,HMP/Boiga_siamensis/364291.jpg,train-hm,TH,False,198
HM 263829,Boiga siamensis,HMP/Boiga_siamensis/365542.jpg,train-hm,TH,False,198
HM 265882,Boiga siamensis,HMP/Boiga_siamensis/367066.jpg,train-hm,TH,False,198
HM 265882,Boiga siamensis,HMP/Boiga_siamensis/367074.jpg,train-hm,TH,False,198
HM 273372,Boiga siamensis,HMP/Boiga_siamensis/378465.jpg,train-hm,TH,False,198
HM 273372,Boiga siamensis,HMP/Boiga_siamensis/378466.jpg,train-hm,TH,False,198
HM 273372,Boiga siamensis,HMP/Boiga_siamensis/378467.jpg,train-hm,TH,False,198
HM 273372,Boiga siamensis,HMP/Boiga_siamensis/378468.jpg,train-hm,TH,False,198
HM 275277,Boiga siamensis,HMP/Boiga_siamensis/380977.jpg,train-hm,TH,False,198
HM 275277,Boiga siamensis,HMP/Boiga_siamensis/380994.jpg,train-hm,TH,False,198
HM 276428,Boiga siamensis,HMP/Boiga_siamensis/382562.jpg,train-hm,TH,False,198
HM 276428,Boiga siamensis,HMP/Boiga_siamensis/382563.jpg,train-hm,TH,False,198
HM 276428,Boiga siamensis,HMP/Boiga_siamensis/382564.jpg,train-hm,TH,False,198
HM 276428,Boiga siamensis,HMP/Boiga_siamensis/382565.jpg,train-hm,TH,False,198
HM 277830,Boiga siamensis,HMP/Boiga_siamensis/384512.jpg,train-hm,TH,False,198
HM 377892,Boiga siamensis,HMP/Boiga_siamensis/522654.jpg,train-hm,TH,False,198
HM 380079,Boiga siamensis,HMP/Boiga_siamensis/525515.jpg,train-hm,TH,False,198
HM 386881,Boiga siamensis,HMP/Boiga_siamensis/534417.jpg,train-hm,TH,False,198
HM 396919,Boiga siamensis,HMP/Boiga_siamensis/548489.jpg,train-hm,TH,False,198
HM 400641,Boiga siamensis,HMP/Boiga_siamensis/554233.jpg,train-hm,TH,False,198
HM 43094,Thelotornis capensis,HMP/Thelotornis_capensis/64890.jpg,train-hm,SZ,False,1650
HM 46162,Thelotornis capensis,HMP/Thelotornis_capensis/68984.jpg,train-hm,SZ,False,1650
HM 48335,Thelotornis capensis,HMP/Thelotornis_capensis/72464.jpg,train-hm,SZ,False,1650
HM 50370,Thelotornis capensis,HMP/Thelotornis_capensis/75182.jpg,train-hm,SZ,False,1650
HM 50926,Thelotornis capensis,HMP/Thelotornis_capensis/75820.jpg,train-hm,SZ,False,1650
HM 50927,Thelotornis capensis,HMP/Thelotornis_capensis/75821.jpg,train-hm,SZ,False,1650
HM 61173,Thelotornis capensis,HMP/Thelotornis_capensis/89134.jpg,train-hm,SZ,False,1650
HM 64683,Thelotornis capensis,HMP/Thelotornis_capensis/93782.jpg,train-hm,ZA,False,1650
HM 64683,Thelotornis capensis,HMP/Thelotornis_capensis/93783.jpg,train-hm,ZA,False,1650
HM 64683,Thelotornis capensis,HMP/Thelotornis_capensis/93784.jpg,train-hm,ZA,False,1650
HM 64683,Thelotornis capensis,HMP/Thelotornis_capensis/93785.jpg,train-hm,ZA,False,1650
HM 64683,Thelotornis capensis,HMP/Thelotornis_capensis/93786.jpg,train-hm,ZA,False,1650
HM 64683,Thelotornis capensis,HMP/Thelotornis_capensis/93787.jpg,train-hm,ZA,False,1650
HM 64683,Thelotornis capensis,HMP/Thelotornis_capensis/93788.jpg,train-hm,ZA,False,1650
HM 64683,Thelotornis capensis,HMP/Thelotornis_capensis/93789.jpg,train-hm,ZA,False,1650
HM 64683,Thelotornis capensis,HMP/Thelotornis_capensis/93790.jpg,train-hm,ZA,False,1650
HM 64683,Thelotornis capensis,HMP/Thelotornis_capensis/93791.jpg,train-hm,ZA,False,1650
HM 64683,Thelotornis capensis,HMP/Thelotornis_capensis/93794.jpg,train-hm,ZA,False,1650
HM 64683,Thelotornis capensis,HMP/Thelotornis_capensis/93796.jpg,train-hm,ZA,False,1650
HM 77900,Thelotornis capensis,HMP/Thelotornis_capensis/111386.jpg,train-hm,ZA,False,1650
HM 79183,Thelotornis capensis,HMP/Thelotornis_capensis/113189.jpg,train-hm,SZ,False,1650
HM 172920,Thelotornis capensis,HMP/Thelotornis_capensis/245454.jpg,train-hm,ZA,False,1650
HM 186035,Thelotornis capensis,HMP/Thelotornis_capensis/256285.jpg,train-hm,ZA,False,1650
HM 194075,Thelotornis capensis,HMP/Thelotornis_capensis/270804.jpg,train-hm,SZ,False,1650
HM 256898,Thelotornis capensis,HMP/Thelotornis_capensis/355776.jpg,train-hm,ZA,False,1650
HM 262094,Thelotornis capensis,HMP/Thelotornis_capensis/361908.jpg,train-hm,ZA,False,1650
HM 263187,Thelotornis capensis,HMP/Thelotornis_capensis/363316.jpg,train-hm,ZA,False,1650
HM 263187,Thelotornis capensis,HMP/Thelotornis_capensis/363317.jpg,train-hm,ZA,False,1650
HM 263187,Thelotornis capensis,HMP/Thelotornis_capensis/363318.jpg,train-hm,ZA,False,1650
HM 263187,Thelotornis capensis,HMP/Thelotornis_capensis/363319.jpg,train-hm,ZA,False,1650
HM 263187,Thelotornis capensis,HMP/Thelotornis_capensis/363320.jpg,train-hm,ZA,False,1650
HM 263187,Thelotornis capensis,HMP/Thelotornis_capensis/363321.jpg,train-hm,ZA,False,1650
HM 263187,Thelotornis capensis,HMP/Thelotornis_capensis/363322.jpg,train-hm,ZA,False,1650
HM 265128,Thelotornis capensis,HMP/Thelotornis_capensis/366056.jpg,train-hm,ZM,False,1650
HM 265128,Thelotornis capensis,HMP/Thelotornis_capensis/366057.jpg,train-hm,ZM,False,1650
HM 265128,Thelotornis capensis,HMP/Thelotornis_capensis/366058.jpg,train-hm,ZM,False,1650
HM 265128,Thelotornis capensis,HMP/Thelotornis_capensis/366059.jpg,train-hm,ZM,False,1650
HM 265128,Thelotornis capensis,HMP/Thelotornis_capensis/366060.jpg,train-hm,ZM,False,1650
HM 265128,Thelotornis capensis,HMP/Thelotornis_capensis/366061.jpg,train-hm,ZM,False,1650
HM 30109,Eunectes murinus,HMP/Eunectes_murinus/48098.jpg,train-hm,BO,False,694
HM 49861,Eunectes murinus,HMP/Eunectes_murinus/74560.jpg,train-hm,PE,False,694
HM 49861,Eunectes murinus,HMP/Eunectes_murinus/74561.jpg,train-hm,PE,False,694
HM 172647,Eunectes murinus,HMP/Eunectes_murinus/245089.jpg,train-hm,US,False,694
HM 172647,Eunectes murinus,HMP/Eunectes_murinus/245090.jpg,train-hm,US,False,694
HM 208996,Eunectes murinus,HMP/Eunectes_murinus/290454.jpg,train-hm,BR,False,694
HM 212784,Eunectes murinus,HMP/Eunectes_murinus/295703.jpg,train-hm,PE,False,694
HM 212784,Eunectes murinus,HMP/Eunectes_murinus/295704.jpg,train-hm,PE,False,694
HM 212784,Eunectes murinus,HMP/Eunectes_murinus/295705.jpg,train-hm,PE,False,694
HM 246607,Eunectes murinus,HMP/Eunectes_murinus/342895.jpg,train-hm,BO,False,694
HM 246608,Eunectes murinus,HMP/Eunectes_murinus/342896.jpg,train-hm,BO,False,694
HM 246789,Eunectes murinus,HMP/Eunectes_murinus/343077.jpg,train-hm,BO,False,694
HM 246797,Eunectes murinus,HMP/Eunectes_murinus/343085.jpg,train-hm,BO,False,694
HM 279602,Eunectes murinus,HMP/Eunectes_murinus/386921.jpg,train-hm,EC,False,694
HM 291826,Eunectes murinus,HMP/Eunectes_murinus/403230.jpg,train-hm,GY,False,694
HM 291826,Eunectes murinus,HMP/Eunectes_murinus/403231.jpg,train-hm,GY,False,694
HM 291827,Eunectes murinus,HMP/Eunectes_murinus/403232.jpg,train-hm,GY,False,694
HM 291827,Eunectes murinus,HMP/Eunectes_murinus/403233.jpg,train-hm,GY,False,694
HM 291827,Eunectes murinus,HMP/Eunectes_murinus/403234.jpg,train-hm,GY,False,694
HM 291829,Eunectes murinus,HMP/Eunectes_murinus/403242.jpg,train-hm,GY,False,694
HM 291829,Eunectes murinus,HMP/Eunectes_murinus/403243.jpg,train-hm,GY,False,694
HM 291829,Eunectes murinus,HMP/Eunectes_murinus/403244.jpg,train-hm,GY,False,694
HM 298364,Eunectes murinus,HMP/Eunectes_murinus/410493.jpg,train-hm,BO,False,694
HM 302378,Eunectes murinus,HMP/Eunectes_murinus/415983.jpg,train-hm,PE,False,694
HM 302378,Eunectes murinus,HMP/Eunectes_murinus/415984.jpg,train-hm,PE,False,694
HM 347337,Eunectes murinus,HMP/Eunectes_murinus/478626.jpg,train-hm,VE,False,694
HM 347337,Eunectes murinus,HMP/Eunectes_murinus/478627.jpg,train-hm,VE,False,694
HM 347337,Eunectes murinus,HMP/Eunectes_murinus/478628.jpg,train-hm,VE,False,694
HM 347337,Eunectes murinus,HMP/Eunectes_murinus/478629.jpg,train-hm,VE,False,694
HM 347337,Eunectes murinus,HMP/Eunectes_murinus/478630.jpg,train-hm,VE,False,694
HM 347337,Eunectes murinus,HMP/Eunectes_murinus/478631.jpg,train-hm,VE,False,694
HM 347337,Eunectes murinus,HMP/Eunectes_murinus/478632.jpg,train-hm,VE,False,694
HM 347337,Eunectes murinus,HMP/Eunectes_murinus/478633.jpg,train-hm,VE,False,694
HM 347337,Eunectes murinus,HMP/Eunectes_murinus/478634.jpg,train-hm,VE,False,694
HM 361213,Eunectes murinus,HMP/Eunectes_murinus/499012.jpg,train-hm,SR,False,694
HM 271495,Boiga nigriceps,HMP/Boiga_nigriceps/375700.jpg,train-hm,MY,False,195
HM 271495,Boiga nigriceps,HMP/Boiga_nigriceps/375701.jpg,train-hm,MY,False,195
HM 339062,Boiga nigriceps,HMP/Boiga_nigriceps/467205.jpg,train-hm,TH,False,195
HM 339062,Boiga nigriceps,HMP/Boiga_nigriceps/467206.jpg,train-hm,TH,False,195
HM 339803,Boiga nigriceps,HMP/Boiga_nigriceps/468636.jpg,train-hm,TH,False,195
HM 360078,Boiga nigriceps,HMP/Boiga_nigriceps/497274.jpg,train-hm,TH,False,195
HM 360596,Boiga nigriceps,HMP/Boiga_nigriceps/498044.jpg,train-hm,TH,False,195
HM 360597,Boiga nigriceps,HMP/Boiga_nigriceps/498043.jpg,train-hm,TH,False,195
HM 361284,Boiga nigriceps,HMP/Boiga_nigriceps/498021.jpg,train-hm,TH,False,195
HM 367351,Boiga nigriceps,HMP/Boiga_nigriceps/508508.jpg,train-hm,TH,False,195
HM 367351,Boiga nigriceps,HMP/Boiga_nigriceps/509082.jpg,train-hm,TH,False,195
HM 371206,Boiga nigriceps,HMP/Boiga_nigriceps/514052.jpg,train-hm,TH,False,195
HM 371206,Boiga nigriceps,HMP/Boiga_nigriceps/514898.jpg,train-hm,TH,False,195
HM 371426,Boiga nigriceps,HMP/Boiga_nigriceps/514348.jpg,train-hm,TH,False,195
HM 371500,Boiga nigriceps,HMP/Boiga_nigriceps/514428.jpg,train-hm,TH,False,195
HM 378543,Boiga nigriceps,HMP/Boiga_nigriceps/523575.jpg,train-hm,TH,False,195
HM 380087,Boiga nigriceps,HMP/Boiga_nigriceps/525523.jpg,train-hm,TH,False,195
HM 390732,Boiga nigriceps,HMP/Boiga_nigriceps/540215.jpg,train-hm,TH,False,195
HM 390741,Boiga nigriceps,HMP/Boiga_nigriceps/540224.jpg,train-hm,MY,False,195
HM 390744,Boiga nigriceps,HMP/Boiga_nigriceps/540227.jpg,train-hm,TH,False,195
HM 390759,Boiga nigriceps,HMP/Boiga_nigriceps/540245.jpg,train-hm,MY,False,195
HM 46378,Pseudechis australis,HMP/Pseudechis_australis/69471.jpg,train-hm,AU,False,1370
HM 77679,Pseudechis australis,HMP/Pseudechis_australis/111098.jpg,train-hm,AU,False,1370
HM 78627,Pseudechis australis,HMP/Pseudechis_australis/112406.jpg,train-hm,AU,False,1370
HM 78628,Pseudechis australis,HMP/Pseudechis_australis/112407.jpg,train-hm,AU,False,1370
HM 140531,Pseudechis australis,HMP/Pseudechis_australis/204530.jpg,train-hm,AU,False,1370
HM 183440,Pseudechis australis,HMP/Pseudechis_australis/258442.jpg,train-hm,AU,False,1370
HM 183798,Pseudechis australis,HMP/Pseudechis_australis/258800.jpg,train-hm,AU,False,1370
HM 183801,Pseudechis australis,HMP/Pseudechis_australis/258803.jpg,train-hm,AU,False,1370
HM 183847,Pseudechis australis,HMP/Pseudechis_australis/258849.jpg,train-hm,AU,False,1370
HM 183872,Pseudechis australis,HMP/Pseudechis_australis/258874.jpg,train-hm,AU,False,1370
HM 183893,Pseudechis australis,HMP/Pseudechis_australis/258895.jpg,train-hm,AU,False,1370
HM 208788,Pseudechis australis,HMP/Pseudechis_australis/290153.jpg,train-hm,AU,False,1370
HM 291798,Pseudechis australis,HMP/Pseudechis_australis/403194.jpg,train-hm,AU,False,1370
HM 357069,Pseudechis australis,HMP/Pseudechis_australis/492607.jpg,train-hm,AU,False,1370
HM 357069,Pseudechis australis,HMP/Pseudechis_australis/492608.jpg,train-hm,AU,False,1370
HM 357069,Pseudechis australis,HMP/Pseudechis_australis/492610.jpg,train-hm,AU,False,1370
HM 357069,Pseudechis australis,HMP/Pseudechis_australis/492611.jpg,train-hm,AU,False,1370
HM 357069,Pseudechis australis,HMP/Pseudechis_australis/492613.jpg,train-hm,AU,False,1370
